-1.723415263895758387e-01 6.470731266214884592e+00 5.523297909773726033e+00 -5.280728116117118454e+00 1.046155056272733086e+00
-2.362346292534739101e-01 -2.719839120015247746e-01 -2.374369446468926614e-01 -4.792184580627469742e-02 -2.423100536811963190e-01
-2.820871874172689586e-01 -2.719873148574002419e-01 -2.374369482459262048e-01 -4.796036825030366296e-02 -4.588846242640583495e-01
-2.850461984134049498e-01 -2.618870595817165969e-01 -1.966265657935574174e-01 2.132966723058877245e-01 -5.530864249185510895e-01
-2.908355421146052722e-01 -2.722052086872164267e-01 -2.374371121444228960e-01 -4.788502396578101644e-02 -5.426074180542104219e-01
-2.891632699369090509e-01 -2.720090433415426889e-01 -2.374369683419071120e-01 -4.798021347393249814e-02 -5.020048626114945733e-01
-2.777193103191906154e-01 -2.545174765639726666e-01 -2.138366015195082848e-01 -7.318909663053747572e-01 -5.523153211627480630e-01
-2.537234452260199724e-01 -2.719842580292616274e-01 -2.374369452414401283e-01 -4.790941778494705455e-02 -2.969570883686998286e-01
2.037936032577422729e+00 -2.719845191649419291e-01 -2.374369446367181058e-01 -4.792256794616607529e-02 1.455633868777444606e+00
-2.908627472528286240e-01 -2.735270020121696732e-01 -2.374372999433268794e-01 -4.791969278916270031e-02 -5.562015308357473042e-01
-2.870069181256184043e-01 -2.720431304525101068e-01 -2.374369997504331697e-01 -4.638809321141230957e-02 -5.451282436106413831e-01
-2.906425177140735117e-01 -2.605939510770944323e-01 -2.081346650390470121e-01 -3.292517804054991004e-02 -5.513679292389226383e-01
-2.875546073632296307e-01 -2.615318729608017700e-01 -2.012956738861351458e-01 -1.995311567723496646e-02 -5.488295260925849517e-01
-2.871770689800363652e-01 -2.719883706842067816e-01 -2.374369488082870849e-01 -4.792650042363170992e-02 -4.120375202835823147e-01
-2.896639621284358701e-01 -2.296814890390913300e-01 -1.967221309906041771e-01 -4.104800787557408986e-02 -5.260906998063314965e-01
-2.896056993461070816e-01 -2.502829304264783672e-01 -2.119340627542453948e-01 -3.462996390519344769e-02 -5.426114302129889655e-01
-2.884299183698702529e-01 2.012620065752614984e-01 1.737020743903505415e-01 -1.567209975296340041e-01 -4.118309722910240556e-01
4.903484889153476578e-01 -2.719877784090302120e-01 -2.374369466901253001e-01 -4.790966600333687597e-02 4.311317813421314815e-01
4.387402921634234176e-01 -2.719840935519020619e-01 -2.374369447126634947e-01 -4.792088837466743079e-02 3.558175689945074716e+00
5.979810792349630200e-01 -2.719866913393796382e-01 -2.374369460961052447e-01 -4.791489791577821511e-02 2.016863406451578467e+00
-2.907209322400777229e-01 -2.636081423160409054e-01 -4.824384153662981678e-01 -3.654988982469156017e-02 -5.523117231383933845e-01
-2.747286549219811191e-01 4.010117691450440169e+00 3.461667221300082531e+00 -1.772423533238164595e+00 1.276669052291721229e-01
2.240771512541974431e-01 -2.060133832746015026e-01 -1.771260234948017487e-01 -3.659843518990986699e-01 -4.377331428116968959e-01
-2.793749226804791985e-01 -2.719866128841506581e-01 -2.374369472240533963e-01 -4.792033684212076289e-02 -3.810105325941600674e-01
3.775885785740661915e-01 1.027882600347323171e-02 8.042588832845459085e-03 -1.349199557666541649e-01 4.350306655681224210e-01
-2.238710531295994566e-01 -2.593451741205854977e-01 -2.119877104337279661e-01 1.577532955878239648e-02 -5.314562593913246813e-01
